class,name,old_tag,old_resref,new_tag,new_resref
A,Needle Arrow,NW_WAMMAR005,wammar027,NW_WAMMAR0053,wammar027
A,Piercing Arrow,NW_WAMMAR005,wammar028,NW_WAMMAR0054,wammar028
A,Cold Arrow,NW_WAMMAR005,wammar029,NW_WAMMAR0055,wammar029
A,Slashing Arrow,NW_WAMMAR005,wammar032,NW_WAMMAR0056,wammar032
A,Slicing Arrow,NW_WAMMAR005,wammar033,NW_WAMMAR0057,wammar033
A,Sonic Arrow,NW_WAMMAR005,wammar034,NW_WAMMAR0058,wammar034
A,Shock Arrow,NW_WAMMAR006,wammar007,NW_WAMMAR0062,wammar007
A,Electrical Arrow,NW_WAMMAR006,wammar025,NW_WAMMAR0063,wammar025
A,Epic Arwen Arrow,NW_WAMMAR006,wammar048,NW_WAMMAR0064,wammar048
A,Thunder Axe,NW_WAXGR001,waxgr002,NW_WAXGR0012,waxgr002
A,Thunder Clap Axe,NW_WAXGR001,waxgr003,NW_WAXGR0013,waxgr003
A,Stormblood Strider,NW_WAXMBT005,waxmbt008,NW_WAXMBT0052,waxmbt008
A,Axe of the Battle Dwarf,NW_WAXMBT005,waxmbt009,NW_WAXMBT0053,waxmbt009
A,Carrok Elite Flail,NW_WBLMFH011,wblmfh012,NW_WBLMFH0112,wblmfh012
A,Ice Queen Flail,NW_WBLMFH011,wblmfh013,NW_WBLMFH0113,wblmfh013
A,Tempest of Fifur,NW_WBLMML007,wblmml009,NW_WBLMML0072,wblmml009
A,wbwmln008,NW_WBWMLN007,wbwmln008,NW_WBWMLN0072,wbwmln008
A,wbwmln009,NW_WBWMLN007,wbwmln009,NW_WBWMLN0073,wbwmln009
A,Sword of the Ice Giant,NW_WDBMSW006,wdbmsw007,NW_WDBMSW0062,wdbmsw007
A,Stave of the Carroc Wizard,NW_WMGST005,wmgst006,NW_WMGST0052,wmgst006
A,Drider Staff of Power,NW_WMGST005,wmgst009,NW_WMGST0053,wmgst009
A,Acid Dribble,NW_WSPMKU006,wspmku011,NW_WSPMKU0062,wspmku011
A,Sword of the Elven Light,NW_WSWMKA011,wswmka012,NW_WSWMKA0112,wswmka012
A,Olorin's Gift,OlorinsGift,olorinsgift002,OlorinsGift2,olorinsgift002
A,Orc Plate +2,OrcPlate2,orcplate002,OrcPlate22,orcplate002
A,Orc Plate +5,OrcPlate2,orcplate003,OrcPlate23,orcplate003
A,Padded Armor +4,PaddedArmor4,paddedarmor004,PaddedArmor42,paddedarmor004
A,Poison Tipped Fang,PoisonTippedFang,poisontippedf002,PoisonTippedFang2,poisontippedf002
A,Ring of the Red Warrior,RingoftheRedWarrior,ringoftheredwarr,RingoftheRedWarrior2,ringoftheredwarr
A,UrukHai Captain Plate,rukaiCaptainPlate,battleplateof004,rukaiCaptainPlate2,battleplateof004
A,Alatar's Robes,SarumansRobes,cloth007,SarumansRobes2,cloth007
A,Sauron's Mask of Evil,SauronsMaskofEvil,item018,SauronsMaskofEvil2,item018
A,Sauron's Smite,SauronsSmite,item023,SauronsSmite2,item023
A,Scalemail +4,Scalemail4,scalemail004,ScaleMail42,scalemail004
A,Scimitar of the Marshall,ScimitaroftheMarshall,scimitar008,ScimitaroftheMarshall2,scimitar008
A,Scythe of the Reaper,ScytheoftheReaper,064,ScytheoftheReaper2,064
A,Shield of the Priest,ShieldofthePriest,shieldofthepries,ShieldofthePriest2,shieldofthepries
A,Shield of the Rohan,ShieldoftheRohan,shieldofthero003,ShieldoftheRohan2,shieldofthero003
A,Rogue Stalker,smeithy1,maarcl035,smeithy12,maarcl035
A,Spear of Destiny{EPIC},SpearofDistany,spearofdistan001,SpearofDistany2,spearofdistan001
A,Servant Stave,SpearofDistany,spearofdistan002,SpearofDistany3,spearofdistan002
A,Blue Staff of the Istari,StaffoftheIstari,staffoftheist001,StaffoftheIstari2,staffoftheist001
A,Epic Staff of the Istari,StaffoftheIstari,staffoftheist002,StaffoftheIstari3,staffoftheist002
A,Stash of Corruption,StashofCorruption,stashofcorrup002,StashofCorruption2,stashofcorrup002
A,Greater Flame Arrow,SuperbFlameArrow,superbflamear001,SuperbFlameArrow2,superbflamear001
A,Sun Arrow,SuperbFlameArrow,superbflamear002,SuperbFlameArrow3,superbflamear002
A,Greater Acid Arrow,SuperbFlameArrow,superbflamear003,SuperbFlameArrow4,superbflamear003
A,Greater Acidic Arrow,SuperbFlameArrow,superbflamear004,SuperbFlameArrow5,superbflamear004
A,Greater Blunt Arrow,SuperbFlameArrow,superbflamear005,SuperbFlameArrow6,superbflamear005
A,Greater Dulled Arrow,SuperbFlameArrow,superbflamear006,SuperbFlameArrow7,superbflamear006
A,Sword of the Shieldmaiden,SwordoftheShieldmaiden,swordoftheshield,SwordoftheShieldmaiden2,swordoftheshield
A,Ceremonial Blade Of Morannon {Epic},SwordofTheStewards,swordoftheste002,SwordofTheStewards2,swordoftheste002
A,Sword of The Stewards,SwordofTheStewards,swordofthestewar,SwordofTheStewards3,swordofthestewar
A,Sword of The Witch King,SwordofTheWitchKing,swordofthewitchk,SwordofTheWitchKing2,swordofthewitchk
A,Wraith of a Dead King,thebladeofthedead,thebladeofthe004,thebladeofthedead2,thebladeofthe004
A,The Epic Hand of Broc,TheHandofBroc,thehandofbroc001,TheHandofBroc2,thehandofbroc001
A,Theoden's Armor,TheodensArmor,theodensarmor002,TheodensArmor2,theodensarmor002
A,The Queen's Depair,TheQueensDepair,item051,TheQueensDepair2,item051
A,The Tongue of Smaug,TheTongueofSmaug,068,TheTongueofSmaug2,068
A,The Witch Kings Sword,TheWitchKingsSword,flameofudun002,TheWitchKingsSword2,flameofudun002
A,The Paladins Choice,TheWord,theword001,TheWord2,theword001
A,Toothpick EPIC,Toothpick,toothpick001,Toothpick2,toothpick001
A,The Undead's Heart,undeadheart,venison001,UndeadHeart2,venison001
A,Urukai Great Sword,UrukaiGreatSword,headsplitter001,UrukaiGreatSword2,headsplitter001
A,Urukai Slayer,UrukaiGreatSword,headsplitter003,UrukaiGreatSword3,headsplitter003
A,Urukai White Mask,UrukaiWhiteHand,019,UrukaiWhiteHand2,019
A,UrukHai White Hand,UrukaiWhiteHand,battleplateof007,UrukaiWhiteHand3,battleplateof007
A,Utriculating Hair Belt,UtriculatingHairBelt,utriculatinghair,UtriculatingHairBelt2,utriculatinghair
A,Warhammer of the Undermountain,WarhammeroftheUndermountain,warhammeroftheun,WarhammeroftheUndermountain2,warhammeroftheun
A,Whip of Fire (EPIC),WhipofFire,whipoffire001,WhipofFire2,whipoffire001
A,Epic Wilted Staff,WiltedStaff,wiltedstaff003,WiltedStaff2,wiltedstaff003
A,Wilted Touch {EPIC},WiltedTouch,wiltedtouch001,WiltedTouch2,wiltedtouch001
A,Witch King's Scythe,WitchKingsScythe,item126,WitchKingsScythe2,item126
A,it_mthnmisc009,X0_IT_MTHNMISC08,it_mthnmisc009,X0_IT_MTHNMISC082,it_mthnmisc009
A,Sarumon's Gift,X0_MAARCL012,024,X0_MAARCL0122,024
A,Shield of the Mage,X2_ASHMLW005,ashmlw006,X2_ASHMLW0052,ashmlw006
A,Bulwark of the Great White Dragon,X2_ASHMTO005,ashmto006,X2_ASHMTO0052,ashmto006
A,Trainer's Garb *blank*,x2_cus_trainersgarb,cus_shiftertu003,x2_cus_trainersgarb2,cus_shiftertu003
A,Ioun Stone: Scarlet and Blue,x2_is_sandblue,is_sandblue001,x2_is_sandblue2,is_sandblue001
A,it_cremumkat001,X2_IT_CREMUMKAT,it_cremumkat001,X2_IT_CREMUMKAT2,it_cremumkat001
A,H2O Elmental Claw Level 40,X2_IT_CREWPSP044,it_crewpsp045,X2_IT_CREWPSP0442,it_crewpsp045
A,Amulet of Wisdom +10,X2_IT_MNECK020,it_mneck021,X2_IT_MNECK0202,it_mneck021
A,Ring of Minor Sonic Resistance,X2_IT_MRING005,it_mring007,X2_IT_MRING0052,it_mring007
A,Beast Tamer,X2_IT_WPMWHIP_H,it_wpmwhip_h001,X2_IT_WPMWHIP_H2,it_wpmwhip_h001
A,Leather of War Dancer,X2_MAARCL027,maarcl028,X2_MAARCL0272,maarcl028
A,Soulkeepers Robes,X2_MDROWAR028,mdrowar029,X2_MDROWAR0282,mdrowar029
A,Soulkeepers Robes,X2_MDROWAR028,mdrowar031,X2_MDROWAR0282,mdrowar031
A,Soulkeepers Robes,X2_MDROWAR028,mdrowar032,X2_MDROWAR0282,mdrowar032
A,Soulkeepers Robes,X2_MDROWAR028,mdrowar034,X2_MDROWAR0283,mdrowar034
A,wswmdg007,X2_WSWMDG006,wswmdg007,X2_WSWMDG0062,wswmdg007
A,Theodore's Robe UNDROPPABLE,ZEP_ARABIAN,zep_arabian011,ZEP_ARABIAN2,zep_arabian011
A,Theodore's Robe,ZEP_ARABIAN,zep_arabian012,ZEP_ARABIAN3,zep_arabian012
B,Fine Dwarven Tower Shield,AdamantiteTowerShield,adamantitetow001,AdamantiteTowerShield3,adamantitetow002
B,Fine Dwarven Tower Shield,AdamantiteTowerShield,adamantitetow001,AdamantiteTowerShield4,adamantitetow003
B,Amulet of the Orc,AmuletoftheOrc,020,AmuletoftheOrc2,0202
B,Armor of Invulnerablity,ArmorofInvulnerablity,armorofinvuln002,ArmorofInvulnerablity2,armorofinvuln003
B,Armor of the Avatar,ArmoroftheAvatar,armoroftheavatar,ArmoroftheAvatar2,armoroftheavata2
B,Arrow of Menace,ArrowofMenace,arrowofmenace,ArrowofMenace2,arrowofmenace2
B,Arrow of Thranduil,ArrowofThranduil,arrowofthranduil,ArrowofThranduil2,arrowofthrandui2
B,Arrows of Legolas,ArrowsofLegolas,arrowsoflegolas,ArrowsofLegolas2,arrowsoflegolas2
B,Axe of the Red Dragon,AxeoftheRedDragon,axeofthereddrago,AxeoftheRedDragon2,axeofthereddrag2
B,Axe of the Warrior Orc,AxeoftheWarriorOrc,axeofthewarrioro,AxeoftheWarriorOrc2,axeofthewarrior2
B,Axe of the Warrior Orc,AxeoftheWarriorOrc,axeofthewarrioro,AxeoftheWarriorOrc3,axeofthewarrior3
B,Battle Mountain Helm,BattleMountainHelm,battlemountainhe,BattleMountainHelm2,battlemountainh2
B,Urukai Squad Leader Plate,BattlePlateofPain,battleplateof003,BattlePlateofPain3,battleplateof012
B,Battle Plate of the Marshall,BattlePlateoftheChosen,battleplateof009,BattlePlateoftheChosen5,battleplateof013
B,Belt of Dwarvenkind,BeltofDwarvenkind,beltofdwarvenkin,BeltofDwarvenkind2,beltofdwarvenki2
B,Belt of Sorcerery,BeltofSorcerery,beltofsorcerery,BeltofSorcerery2,beltofsorcerery2
B,Blackheart Sinister,BlackheartSinister,vindlesdarkgold,BlackheartSinister2,vindlesdarkgold2
B,Shield of the Dark Priestess,BlackNumenorianPriestess,shieldofthefa001,BlackNumenorianPriestess2,shieldofthefa002
B,Boots of Repulsion,BootsofRepulsion,bootsofrepulsion,BootsofRepulsion2,bootsofrepulsio2
B,Bow of the Protector,BowoftheProtector,bowoftheprotecto,BowoftheProtector3,bowoftheprotect2
B,Bracers of the Dwarven Protector,BracersoftheDwarvenProtector,bracersofthedwar,BracersoftheDwarvenProtector3,bracersofthedwa2
B,Cloak of Kings,CloakofKings,cloakofkings,CloakofKings3,cloakofkings2
B,Cloak of the Unseen,CloakoftheUnseen,cloakoftheunseen,CloakoftheUnseen2,cloakoftheunsee2
B,Darkglow,darkglow,dgloww001,darkglow2,dgloww0012
B,Dark Touch,DarkTouch,test,DarkTouch2,test2
B,Deadly Caress,DeadlyCaress,deadlycaress,DeadlyCaress2,deadlycaress2
B,Death Dealer,DeathDealer,deathdealer,DeathDealer2,deathdealer2
B,Deathspade,Deathspade,deathspade,Deathspade2,deathspade2
B,Dwarven Battle Field Armor,DwarvenBattleFieldArmor,dwarvenbattlefie,DwarvenBattleFieldArmor3,dwarvenbattlefi2
B,Dwarven Platemail +2,DwarvenPlatemail2,dwarvenplatem002,DwarvenPlatemail22,dwarvenplatem003
B,Easterling Launcher,EasterlingLauncher,easterlinglaunch,EasterlingLauncher2,easterlinglaunc2
B,Farmers' Bow,FarmersBow,item105,FarmersBow2,item1052
B,Felloak,Felloak,felloak,Felloak2,felloak2
B,Felloak,Felloak,felloak,Felloak3,felloak3
B,Flail of War,FlailofWar,flailofwar,FlailofWar2,flailofwar2
B,Plate of the Dwarven Cleric,FullPlate4,fullplate005,FullPlate44,fullplate0052
B,Fury of the Valar ,FuryoftheValar,furyofthevala001,FuryoftheValar3,furyofthevala002
B,Tournament Glamhring,glamhring3ObisS7oword,item093,glamhring3ObisS7oword2,item0932
B,Gondorian Light Armor,GondorianLightArmor,gondorianlightar,GondorianLightArmor2,gondorianlighta2
B,Gondorian Plate,GondorianPlate,gondorianplate,GondorianPlate2,gondorianplate2
B,Greater Fire Arrows,GreaterFireArrows,greaterfirearrow,GreaterFireArrows12,greaterfirearro2
B,Greatsword of the Warlord,GreatswordoftheWarlord,greatswordofthew,GreatswordoftheWarlord2,greatswordofthe2
B,Halberd of the Rohir,Halberd4,halberd005,Halberd43,halberd0052
B,Hardened Leather +4,HardenedLeather4,hardenedleath004,HardenedLeather42,hardenedleath005
B,Head Chopper,HeadChopper,headchopper,HeadChopper2,headchopper2
B,Heavy Crossbow +5,HeavyCrossbow5,heavycrossbow5,HeavyCrossbow52,heavycrossbow52
B,Helm of the High Cleric,HelmoftheHighCleric,helmofthehighcle,HelmoftheHighCleric2,helmofthehighcl2
B,Helm of the Marshall,HelmoftheMarshall,helmofthewarl003,HelmoftheMarshall2,helmofthewarl005
B,Helm of the Marshall,HelmoftheMarshall,helmofthewarl003,HelmoftheMarshall3,helmofthewarl006
B,Helm of the Orc Hewer,HelmoftheOrcBrute,helmoftheorcb001,HelmoftheOrcBrute3,helmoftheorcb002
B,Helm of the Orc Hewer,HelmoftheOrcBrute,helmoftheorcb001,HelmoftheOrcBrute5,helmoftheorcb003
B,Helm of the Orc Brute,HelmoftheOrcBrute,helmoftheorcbrut,HelmoftheOrcBrute4,helmoftheorcbru2
B,Thudshot Arrow,InfernoArrows,infernoarrows002,InfernoArrows13,infernoarrows013
B,White Noise Arrow,InfernoArrows,infernoarrows012,InfernoArrows14,infernoarrows014
B,Kama +5,Kama5,kama5,Kama52,kama52
B,Khamûl's Enslavement,KhamlsEnslavement,item100,KhamlsEnslavement2,item1002
B,Lake's Defense,LakesDefense,item003,LakesDefense2,item0032
B,Greater Helm of Battle,lesserhelmofb002,lesserhelmofb002,lesserhelmofb0023,lesserhelmofb004
B,Elder Robe of the Stone Hand,lesserrobeoft003,lesserrobeoft003,lesserrobeoft0033,lesserrobeoft005
B,Greater Steelwood longbow,lessersteelwo004,lessersteelwo004,lessersteelwo0042,lessersteelwo005
B,Longbow of Death,LongbowofDeath,longbowofdeath,LongbowofDeath2,longbowofdeath2
B,Longbow of The Deep,LongbowofTheDeep,006,LongbowofTheDeep2,0062
B,Longsword of the Mordor Orc,LongswordoftheMordorOrc,longswordofthemo,LongswordoftheMordorOrc2,longswordofthem2
B,Luck of Gods,LuckofGods,luckofgods,LuckofGods2,luckofgods2
B,Mace of Dwarf Foe,MaceofDwarfFoe,maceofdwarffoe,MaceofDwarfFoe2,maceofdwarffoe2
B,Mace of the Dark Priestess,MaceoftheDarkPriestess,maceofthedarkpri,MaceoftheDarkPriestess2,maceofthedarkpr2
B,Magefist,Magefist,magefist,Magefist2,magefist2
B,Mage's Right Hand,MagesRightHand,magesrighthand,MagesRightHand2,magesrighthand2
B,Mordor Bowman Armor,MordorBowmanArmor,mordorbowmanarmo,MordorBowmanArmor3,mordorbowmanarm2
B,Mordor Orc Plate,MordorOrcPlate,mordororcplate,MordorOrcPlate2,mordororcplate2
B,Mordor Orc Tower Shield,MordorOrcTowerShield,mordororctowersh,MordorOrcTowerShield3,mordororctowers2
B,Mordor Orc Tower Shield,MordorOrcTowerShield,mordororctowersh,MordorOrcTowerShield4,mordororctowers3
B,Thieves' Hood,NW_ARMHE007,nw_armhe007,NW_ARMHE0073,nw_armhe0072
B,nw_ashmlw003,NW_ASHMLW003,nw_ashmlw003,NW_ASHMLW0034,nw_ashmlw0032
B,Gloves of the Stone Heart,nw_it_mglove010,it_mglove011,nw_it_mglove0104,it_mglove0112
B,nw_it_mmidmisc01,NW_IT_MMIDMISC01,nw_it_mmidmisc01,NW_IT_MMIDMISC012,nw_it_mmidmisc04
B,nw_it_mmidmisc01,NW_IT_MMIDMISC01,nw_it_mmidmisc01,NW_IT_MMIDMISC013,nw_it_mmidmisc05
B,nw_it_mmidmisc02,NW_IT_MMIDMISC02,nw_it_mmidmisc02,NW_IT_MMIDMISC022,nw_it_mmidmisc06
B,nw_it_mmidmisc02,NW_IT_MMIDMISC02,nw_it_mmidmisc02,NW_IT_MMIDMISC023,nw_it_mmidmisc07
B,nw_it_mmidmisc03,NW_IT_MMIDMISC03,nw_it_mmidmisc03,NW_IT_MMIDMISC032,nw_it_mmidmisc08
B,nw_it_mmidmisc03,NW_IT_MMIDMISC03,nw_it_mmidmisc03,NW_IT_MMIDMISC033,nw_it_mmidmisc09
B,nw_it_sparscr102,NW_IT_SPARSCR102,nw_it_sparscr102,NW_IT_SPARSCR1022,nw_it_sparscr112
B,nw_it_sparscr102,NW_IT_SPARSCR102,nw_it_sparscr102,NW_IT_SPARSCR1023,nw_it_sparscr113
B,nw_it_sparscr105,NW_IT_SPARSCR105,nw_it_sparscr105,NW_IT_SPARSCR1052,nw_it_sparscr114
B,nw_it_sparscr105,NW_IT_SPARSCR105,nw_it_sparscr105,NW_IT_SPARSCR1053,nw_it_sparscr115
B,nw_it_sparscr108,NW_IT_SPARSCR108,nw_it_sparscr108,NW_IT_SPARSCR1082,nw_it_sparscr116
B,nw_it_sparscr108,NW_IT_SPARSCR108,nw_it_sparscr108,NW_IT_SPARSCR1083,nw_it_sparscr117
B,nw_it_sparscr301,NW_IT_SPARSCR301,nw_it_sparscr301,NW_IT_SPARSCR3012,nw_it_sparscr315
B,nw_it_sparscr301,NW_IT_SPARSCR301,nw_it_sparscr301,NW_IT_SPARSCR3013,nw_it_sparscr316
B,nw_it_sparscr303,NW_IT_SPARSCR303,nw_it_sparscr303,NW_IT_SPARSCR3032,nw_it_sparscr317
B,nw_it_sparscr303,NW_IT_SPARSCR303,nw_it_sparscr303,NW_IT_SPARSCR3033,nw_it_sparscr318
B,nw_it_sparscr306,NW_IT_SPARSCR306,nw_it_sparscr306,NW_IT_SPARSCR3062,nw_it_sparscr319
B,nw_it_sparscr306,NW_IT_SPARSCR306,nw_it_sparscr306,NW_IT_SPARSCR3063,nw_it_sparscr320
B,nw_it_sparscr404,NW_IT_SPARSCR404,nw_it_sparscr404,NW_IT_SPARSCR4042,nw_it_sparscr406
B,nw_it_sparscr404,NW_IT_SPARSCR404,nw_it_sparscr404,NW_IT_SPARSCR4043,nw_it_sparscr412
B,nw_it_sparscr605,NW_IT_SPARSCR605,nw_it_sparscr605,NW_IT_SPARSCR6052,nw_it_sparscr602
B,nw_it_sparscr605,NW_IT_SPARSCR605,nw_it_sparscr605,NW_IT_SPARSCR6053,nw_it_sparscr606
B,nw_it_sparscr613,NW_IT_SPARSCR613,nw_it_sparscr613,NW_IT_SPARSCR6132,nw_it_sparscr612
B,nw_it_sparscr613,NW_IT_SPARSCR613,nw_it_sparscr613,NW_IT_SPARSCR6133,nw_it_sparscr615
B,nw_it_sparscr705,NW_IT_SPARSCR705,nw_it_sparscr705,NW_IT_SPARSCR7052,nw_it_sparscr702
B,nw_it_sparscr705,NW_IT_SPARSCR705,nw_it_sparscr705,NW_IT_SPARSCR7053,nw_it_sparscr709
B,nw_it_sparscr805,NW_IT_SPARSCR805,nw_it_sparscr805,NW_IT_SPARSCR8052,nw_it_sparscr806
B,nw_it_sparscr805,NW_IT_SPARSCR805,nw_it_sparscr805,NW_IT_SPARSCR8053,nw_it_sparscr810
B,nw_it_sparscr808,NW_IT_SPARSCR808,nw_it_sparscr808,NW_IT_SPARSCR8082,nw_it_sparscr811
B,nw_it_sparscr808,NW_IT_SPARSCR808,nw_it_sparscr808,NW_IT_SPARSCR8083,nw_it_sparscr812
B,nw_it_sparscr904,NW_IT_SPARSCR904,nw_it_sparscr904,NW_IT_SPARSCR9042,nw_it_sparscr906
B,nw_it_sparscr904,NW_IT_SPARSCR904,nw_it_sparscr904,NW_IT_SPARSCR9043,nw_it_sparscr909
B,nw_it_sparscr908,NW_IT_SPARSCR908,nw_it_sparscr908,NW_IT_SPARSCR9082,nw_it_sparscr913
B,nw_it_sparscr908,NW_IT_SPARSCR908,nw_it_sparscr908,NW_IT_SPARSCR9083,nw_it_sparscr914
B,nw_it_mbelt006,NW_ITEM_000,nw_it_mbelt006,NW_ITEM_0004,nw_it_mbelt0062
B,nw_maarcl018,NW_MAARCL018,nw_maarcl018,NW_MAARCL0183,nw_maarcl0182
B,nw_maarcl022,NW_MAARCL022,nw_maarcl022,NW_MAARCL0226,nw_maarcl0222
B,nw_maarcl039,NW_MAARCL039,nw_maarcl039,NW_MAARCL0393,nw_maarcl0392
B,nw_maarcl068,NW_MAARCL068,nw_maarcl068,NW_MAARCL0684,nw_maarcl0682
B,nw_maarcl080,NW_MAARCL080,nw_maarcl080,NW_MAARCL0803,nw_maarcl0802
B,Lesser Acidic Arrow,NW_WAMMAR003,wammar004,NW_WAMMAR00336,wammar0042
B,Superb Piercing Arrow,NW_WAMMAR003,wammar038,NW_WAMMAR00335,wammar0382
B,nw_wammbo002,NW_WAMMBO002,nw_wammbo002,NW_WAMMBO0022,nw_wammbo0022
B,nw_wammbo002,NW_WAMMBO002,nw_wammbo002,NW_WAMMBO0023,nw_wammbo0023
B,nw_waxmbt005,NW_WAXMBT005,nw_waxmbt005,NW_WAXMBT0055,nw_waxmbt0052
B,Axe of the Battle Dwarf,NW_WAXMBT005,waxmbt009,NW_WAXMBT0054,waxmbt0092
B,nw_wblmfh011,NW_WBLMFH011,nw_wblmfh011,NW_WBLMFH0114,nw_wblmfh0112
B,wbwmln008,NW_WBWMLN007,wbwmln008,NW_WBWMLN0074,wbwmln0082
B,nw_wdbmsw006,NW_WDBMSW006,nw_wdbmsw006,NW_WDBMSW0063,nw_wdbmsw0062
B,nw_wmgmrd002,NW_WMGMRD002,nw_wmgmrd002,NW_WMGMRD0023,nw_wmgmrd0022
B,wmgmrd003,NW_WMGMRD002,wmgmrd003,NW_WMGMRD0022,wmgmrd0032
B,Rod of Resurrection,NW_WMGMRD002,wmgmrd003,NW_WMGMRD0024,wmgmrd0033
B,Númenor Scythe,NW_WPLSC001,wplsc002,NW_WPLSC0012,wplsc0022
B,nw_wspmku006,NW_WSPMKU006,nw_wspmku006,NW_WSPMKU0063,nw_wspmku0062
B,nw_wswmka011,NW_WSWMKA011,nw_wswmka011,NW_WSWMKA0113,nw_wswmka0112
B,nw_wthmdt002,NW_WTHMDT002,nw_wthmdt002,NW_WTHMDT0022,nw_wthmdt0022
B,nw_wthmdt002,NW_WTHMDT002,nw_wthmdt002,NW_WTHMDT0023,nw_wthmdt0023
B,Orc Plate +5,OrcPlate2,orcplate003,OrcPlate24,orcplate0032
B,Orc Quivers,OrcQuivers,orcquivers,OrcQuivers2,orcquivers2
B,Orc Seeker,OrcSeeker,orcseeker,OrcSeeker2,orcseeker2
B,Orc Soldiers Helm,OrcSoldiersHelm,orcsoldiershelm,OrcSoldiersHelm2,orcsoldiershelm2
B,Orc Warrior Helm,OrcWarriorHelm,orcwarriorhelm,OrcWarriorHelm2,orcwarriorhelm2
B,Pixie Arrow,PixieArrow,pixiearrow,PixieArrow2,pixiearrow2
B,Rakescar,Rakescar,rakescar,Rakescar2,rakescar2
B,Ring of Speed and Magic Defenses,RingofSpeedandMagicDefenses,018,RingofSpeedandMagicDefenses2,0182
B,Robe of the White Order,RobeoftheBlackOrder,robeoftheblac001,RobeoftheBlackOrder3,robeoftheblac003
B,Robe of the Brown Order,RobeoftheBlackOrder,robeoftheblac002,RobeoftheBlackOrder4,robeoftheblac004
B,Robe of the Blue Order,RobeoftheBlackOrder,robeoftheblac002,RobeoftheBlackOrder5,robeoftheblac005
B,Robe of the Black Order,RobeoftheBlackOrder,robeoftheblackor,RobeoftheBlackOrder2,robeoftheblacko2
B,Urukai Captain Plate,rukaiCaptainPlate,battleplateof004,rukaiCaptainPlate3,battleplateof014
B,Rune Hammer +5,RuneHammer5,runehammer5,RuneHammer52,runehammer52
B,Sash of the White Hand,SashoftheWhiteHand,sashofthewhiteha,SashoftheWhiteHand2,sashofthewhiteh2
B,Scarab Protector,ScarabProtector,scarabprotector,ScarabProtector2,scarabprotector2
B,Scimitar of the Quick,ScimitaroftheQuick,scimitarofthequi,ScimitaroftheQuick2,scimitarofthequ2
B,Serpents Staff,SerpentsStaff,serpentsstaff,SerpentsStaff2,serpentsstaff2
B,Skull Splitter,SkullSplitter,skullsplitter,SkullSplitter2,skullsplitter2
B,Slice of Death,SliceofDeath,kukri051,SliceofDeath2,kukri0512
B,Spear of the Ridermark,SpearoftheRidermark,spearoftheroh001,SpearoftheRidermark3,spearoftheroh002
B,Spear of the Ridermark,SpearoftheRidermark,spearoftheroh004,SpearoftheRidermark4,spearoftheroh005
B,Staff of the Orc Shaman,StaffoftheOrcShaman,staffoftheorcsha,StaffoftheOrcShaman2,staffoftheorcsh2
B,Superb Acidic Bolt,SuperbAcidicBolt,superbacidicbolt,SuperbAcidicBolt2,superbacidicbol2
B,Sure-Strike Longbow,SureStrikeLongbow,surestrikelongbo,SureStrikeLongbow2,surestrikelongb2
B,Tearhuanch,Tearhuanch,tearhuanch,Tearhuanch2,tearhuanch2
B,Tearhuanch,Tearhuanch,tearhuanch,Tearhuanch3,tearhuanch3
B,The Face of Terror,TheFaceofTerror,thefaceofterror,TheFaceofTerror2,thefaceofterror2
B,The Gnasher,TheGnasher,thegnasher,TheGnasher2,thegnasher2
B,The Gutter,TheGutter,thegutter,TheGutter2,thegutter2
B,The Hand of Broc,TheHandofBroc,thehandofbroc,TheHandofBroc3,thehandofbroc2
B,The Seven Stars of Durin,TheSevenStarsofDurin,thesevenstarsofd,TheSevenStarsofDurin2,thesevenstarsof2
B,The Thief Catcher ,TheThiefCatchertyty,thethiefcatch001,TheThiefCatchertyty2,thethiefcatch002
B,Tournament Dagger,TournamentDagger,tournamentdagger,TournamentDagger2,tournamentdagge2
B,Tournament Gauntlets,TournamentGauntlet,tournamentgauntl,TournamentGauntlet2,tournamentgaunt2
B,Tournament Great Sword,TournamentGreatSword,tournamentgreats,TournamentGreatSword2,tournamentgreat2
B,Tournament Short Sword,TournamentShortSword,tournamentshorts,TournamentShortSword2,tournamentshort2
B,Urukai Captains Helm,UrukaiCaptainsHelm,helmofthewarl001,UrukaiCaptainsHelm2,helmofthewarl007
B,Black Numenorian Slasher,UrukaiGreatSword,headsplitter002,UrukaiGreatSword4,headsplitter0022
B,Urukai Plate,urukaiplate,battleplateof001,urukaiplate2,battleplateof015
B,UrukHai Trooper Plate,urukaiplatet,battleplateof002,urukaiplatet2,battleplateof016
B,Warhammer of the Life Sapper,WarhammeroftheUndermountain,warhammerofth001,WarhammeroftheUndermountain3,warhammerofth002
B,Wave +4,Wave4,wave4,Wave42,wave42
B,White Fur Lined Slippers,WhiteFurLinedSlippers,whitefurlinedsli,WhiteFurLinedSlippers2,whitefurlinedsl2
B,Wizard's Wrap,WizardsWrap,item009,WizardsWrap2,item0092
B,Woodland Wasp,WoodlandWasp,woodlandwasp,WoodlandWasp2,woodlandwasp2
B,x0_it_mthnmisc08,X0_IT_MTHNMISC08,x0_it_mthnmisc08,X0_IT_MTHNMISC083,x0_it_mthnmisc02
B,x0_maarcl012,X0_MAARCL012,x0_maarcl012,X0_MAARCL0123,x0_maarcl0122
